FLAGS,VOR-,ETT+,BST+,KNO-,OID-,ERR-,0,0
4811.3,B,16,B-,66,66,1,,
4811.3,B,18,B+,66,66,2,,
4811.3,B,16,BO,0,,,,
4811.3,B,18,BI,0,,,,
4811.3,B,18,OW,,,,,
4811.3,B,18,B-,66,66,1,,
4811.3,B,19,B+,66,66,1,,
4812.7,B,18,BO,0,,,,
4812.7,B,19,BI,0,,,,
4815.9,B,20,A+,1,,,,
4815.9,B,20,EL,1,,,,
4815.9,B,20,LA,1,54,,,
4815.9,B,20,OW,,,,,
4815.9,B,20,A-,1,,,,
4815.9,B,20,G-,1,54,54,1,
4815.9,B,23,B+,54,54,1,,
4815.9,B,20,BO,28,,,,
4815.9,B,23,BI,0,,,,
4815.9,B,23,B-,54,54,1,,
4815.9,B,20,KA,1,,,,
4818.4,B,19,OW,,,,,
4818.4,B,20,EE,1,,,,
4818.4,B,20,KE,1,,,,
4818.4,B,19,B-,66,66,1,,
4818.4,B,20,G+,1,66,66,1,
4818.4,B,20,LL,1,66,,,
4818.4,B,19,BO,0,,,,
4818.4,B,20,BI,0,,,,
4818.4,B,20,KL,1,,,,
4833.6,B,11,AE,67,67,,,
4833.6,B,11,OW,,,,,
4833.6,B,11,B-,67,67,1,,
4833.6,B,12,B+,67,67,3,,
4833.6,B,11,BO,0,,,,
4833.6,B,12,BI,0,,,,
4833.6,B,12,OW,,,,,
4833.6,B,12,B-,67,67,1,,
4833.6,B,13,B+,67,67,1,,
4833.6,B,8,OW,,,,,
4833.6,B,8,B-,73,73,3,,
4833.6,B,11,B+,73,73,1,,
4833.6,B,8,BO,0,,,,
4833.6,B,11,BI,0,,,,
4833.6,B,11,AB,73,73,,,
4833.6,B,7,B-,74,74,1,,
4833.6,B,8,B+,74,74,1,,
4833.6,B,7,BO,0,,,,
4833.6,B,8,BI,0,,,,
4833.6,B,6,B-,75,75,1,,
4833.6,B,7,B+,75,75,1,,
4833.6,B,5,B-,76,76,1,,
4833.6,B,6,B+,76,76,1,,
4833.6,B,4,B-,80,80,1,,
4833.6,B,5,B+,80,80,1,,
4833.6,B,5,BO,0,,,,
4833.6,B,6,BI,0,,,,
4833.6,B,6,AB,76,76,,,
4833.6,B,1,B-,81,81,1,,
4833.6,B,4,B+,81,81,1,,
4833.6,B,1,BO,0,,,,
4833.6,B,4,BI,0,,,,
4833.6,B,4,AB,81,81,,,
4833.6,B,1,OW,,,,,
4835.0,B,12,BO,0,,,,
4835.0,B,13,BI,0,,,,
4835.0,B,6,BO,0,,,,
4835.0,B,7,BI,0,,,,
4835.0,B,4,BO,0,,,,
4835.0,B,5,BI,0,,,,
4835.0,B,5,OW,,,,,
4840.6,B,13,OW,,,,,
4840.6,B,13,B-,67,67,1,,
4840.6,B,14,B+,67,67,1,,
4840.6,B,7,OW,,,,,
4840.6,B,13,BO,0,,,,
4840.6,B,14,BI,0,,,,
4840.6,B,14,OW,,,,,
4840.6,B,14,B-,67,67,2,,
4840.6,B,16,B+,67,67,1,,
4840.6,B,14,BO,0,,,,
4840.6,B,16,BI,0,,,,
4840.6,B,16,AB,67,67,,,
4841.2,B,4,AE,81,81,,,
4841.2,B,4,OW,,,,,
4866.3,B,6,AE,76,76,,,
4866.3,B,6,OW,,,,,
4867.9,B,15,AE,69,69,,,
4867.9,B,15,OW,,,,,
4867.9,B,15,B-,69,69,1,,
4867.9,B,18,B+,69,69,1,,
4867.9,B,15,BO,0,,,,
4867.9,B,18,BI,0,,,,
4867.9,B,18,OW,,,,,
4867.9,B,18,B-,69,69,1,,
4867.9,B,19,B+,69,69,1,,
4869.4,B,18,BO,0,,,,
4869.4,B,19,BI,0,,,,
4875.0,B,19,OW,,,,,
4875.0,B,20,EE,1,,,,
4875.0,B,20,KE,1,,,,
4875.0,B,19,B-,69,69,1,,
4875.0,B,20,G+,1,69,69,1,
4875.0,B,20,LL,1,69,,,
4875.0,B,19,BO,0,,,,
4875.0,B,20,BI,0,,,,
4875.0,B,20,KL,1,,,,
4886.4,B,17,AE,68,68,,,
4886.4,B,17,OW,,,,,
4886.4,B,17,B-,68,68,1,,
4886.4,B,18,B+,68,68,3,,
4886.4,B,17,BO,0,,,,
4886.4,B,18,BI,0,,,,
4886.4,B,18,OW,,,,,
4886.4,B,18,B-,68,68,1,,
4886.4,B,19,B+,68,68,1,,
4887.9,B,18,BO,0,,,,
4887.9,B,19,BI,0,,,,
4893.5,B,19,OW,,,,,
4893.5,B,20,EE,1,,,,
4893.5,B,20,KE,1,,,,
4893.5,B,19,B-,68,68,1,,
4893.5,B,20,G+,1,68,68,1,
4893.5,B,20,LL,1,68,,,
4893.5,B,19,BO,0,,,,
4893.5,B,20,BI,0,,,,
4893.5,B,20,KL,1,,,,
4951.5,B,10,AE,71,71,,,
4951.5,B,10,OW,,,,,
4951.5,B,10,B-,71,71,1,,
4951.5,B,12,B+,71,71,2,,
4951.5,B,10,BO,0,,,,
4951.5,B,12,BI,0,,,,
4951.5,B,12,OW,,,,,
4951.5,B,12,B-,71,71,1,,
4951.5,B,13,B+,71,71,1,,
4951.5,B,8,OW,,,,,
4951.5,B,8,B-,74,74,2,,
4951.5,B,10,B+,74,74,1,,
4951.5,B,8,BO,0,,,,
4951.5,B,10,BI,0,,,,
4951.5,B,10,AB,74,74,,,
4951.5,B,7,B-,75,75,1,,
4951.5,B,8,B+,75,75,1,,
4951.5,B,7,BO,0,,,,
4951.5,B,8,BI,0,,,,
4951.5,B,6,B-,76,76,1,,
4951.5,B,7,B+,76,76,1,,
4951.5,B,5,B-,77,77,1,,
4951.5,B,6,B+,77,77,1,,
4951.5,B,4,B-,81,81,1,,
4951.5,B,5,B+,81,81,1,,
4951.5,B,5,BO,0,,,,
4951.5,B,6,BI,0,,,,
4951.5,B,6,AB,77,77,,,
4951.5,B,1,B-,82,82,1,,
4951.5,B,4,B+,82,82,1,,
4951.5,B,1,BO,0,,,,
4951.5,B,4,BI,0,,,,
4951.5,B,4,AB,82,82,,,
4951.5,B,1,OW,,,,,
4952.9,B,12,BO,0,,,,
4952.9,B,13,BI,0,,,,
4952.9,B,6,BO,0,,,,
4952.9,B,7,BI,0,,,,
4952.9,B,4,BO,0,,,,
4952.9,B,5,BI,0,,,,
4953.4,B,5,OW,,,,,
4958.6,B,13,OW,,,,,
4958.6,B,13,B-,71,71,1,,
4958.6,B,14,B+,71,71,1,,
4958.6,B,7,OW,,,,,
4958.6,B,13,BO,0,,,,
4958.6,B,14,BI,0,,,,
4958.6,B,14,OW,,,,,
4958.6,B,14,B-,71,71,1,,
4958.6,B,15,B+,71,71,1,,
4958.6,B,14,BO,0,,,,
4958.6,B,15,BI,0,,,,
4958.6,B,15,AB,71,71,,,
4964.7,B,20,A+,1,,,,
4964.7,B,20,EL,1,,,,
4964.7,B,20,LA,1,51,,,
4964.7,B,20,OW,,,,,
4964.7,B,20,A-,1,,,,
4964.7,B,20,G-,1,51,51,1,
4964.7,B,23,B+,51,51,1,,
4964.7,B,20,BO,28,,,,
4964.7,B,23,BI,0,,,,
4964.7,B,23,B-,51,51,1,,
4964.7,B,20,KA,1,,,,
4966.1,B,4,AE,82,82,,,
4966.1,B,4,OW,,,,,
4978.9,B,6,AE,77,77,,,
4978.9,B,6,OW,,,,,
4981.0,B,22,AE,72,72,,,
4981.0,B,22,OW,,,,,
4981.0,B,22,B-,72,72,1,,
4981.0,B,12,B+,72,72,4,,
4981.0,B,22,BO,0,,,,
4981.0,B,12,BI,0,,,,
4981.0,B,12,OW,,,,,
4981.0,B,12,B-,72,72,1,,
4981.0,B,13,B+,72,72,1,,
4981.0,B,8,OW,,,,,
4981.0,B,8,B-,75,75,4,,
4981.0,B,22,B+,75,75,1,,
4981.0,B,8,BO,0,,,,
4981.0,B,22,BI,0,,,,
4981.0,B,22,AB,75,75,,,
4981.0,B,7,B-,76,76,1,,
4981.0,B,8,B+,76,76,1,,
4981.0,B,7,BO,0,,,,
4981.0,B,8,BI,0,,,,
4981.0,B,6,B-,77,77,1,,
4981.0,B,7,B+,77,77,1,,
4981.0,B,5,B-,78,78,1,,
4981.0,B,6,B+,78,78,1,,
4981.0,B,4,B-,82,82,1,,
4981.0,B,5,B+,82,82,1,,
4981.0,B,5,BO,0,,,,
4981.0,B,6,BI,0,,,,
4981.0,B,6,AB,78,78,,,
4981.0,B,1,B-,83,83,1,,
4981.0,B,4,B+,83,83,1,,
4981.0,B,1,BO,0,,,,
4981.0,B,4,BI,0,,,,
4981.0,B,4,AB,83,83,,,
4981.0,B,1,OW,,,,,
4982.4,B,12,BO,0,,,,
4982.4,B,13,BI,0,,,,
4982.4,B,6,BO,0,,,,
4982.4,B,7,BI,0,,,,
4982.4,B,4,BO,0,,,,
4982.4,B,5,BI,0,,,,
4982.4,B,5,OW,,,,,
4988.0,B,13,OW,,,,,
4988.0,B,13,B-,72,72,1,,
4988.0,B,14,B+,72,72,1,,
4988.0,B,7,OW,,,,,
4988.0,B,13,BO,0,,,,
4988.0,B,14,BI,0,,,,
4988.0,B,14,OW,,,,,
4988.0,B,14,B-,72,72,3,,
4988.0,B,17,B+,72,72,1,,
4988.0,B,14,BO,0,,,,
4988.0,B,17,BI,0,,,,
4988.0,B,17,AB,72,72,,,
4993.7,B,4,AE,83,83,,,
4993.7,B,4,OW,,,,,
5009.2,B,6,AE,78,78,,,
5009.2,B,6,OW,,,,,
5022.9,B,9,AE,70,70,,,
5022.9,B,9,OW,,,,,
5022.9,B,9,B-,70,70,1,,
5022.9,B,12,B+,70,70,1,,
5022.9,B,9,BO,0,,,,
5022.9,B,12,BI,0,,,,
5022.9,B,12,OW,,,,,
5022.9,B,12,B-,70,70,1,,
5022.9,B,13,B+,70,70,1,,
5022.9,B,8,OW,,,,,
5022.9,B,8,B-,76,76,1,,
5022.9,B,9,B+,76,76,1,,
5022.9,B,8,BO,0,,,,
5022.9,B,9,BI,0,,,,
5022.9,B,9,AB,76,76,,,
5022.9,B,7,B-,77,77,1,,
5022.9,B,8,B+,77,77,1,,
5022.9,B,7,BO,0,,,,
5022.9,B,8,BI,0,,,,
5022.9,B,6,B-,78,78,1,,
5022.9,B,7,B+,78,78,1,,
5022.9,B,5,B-,79,79,1,,
5022.9,B,6,B+,79,79,1,,
5022.9,B,4,B-,83,83,1,,
5022.9,B,5,B+,83,83,1,,
5022.9,B,5,BO,0,,,,
5022.9,B,6,BI,0,,,,
5022.9,B,6,AB,79,79,,,
5022.9,B,1,B-,84,84,1,,
5022.9,B,4,B+,84,84,1,,
5022.9,B,1,BO,0,,,,
5022.9,B,4,BI,0,,,,
5022.9,B,4,AB,84,84,,,
5022.9,B,1,OW,,,,,
5024.3,B,12,BO,0,,,,
5024.3,B,13,BI,0,,,,
5024.3,B,6,BO,0,,,,
5024.3,B,7,BI,0,,,,
5024.3,B,4,BO,0,,,,
5024.3,B,5,BI,0,,,,
5025.2,B,5,OW,,,,,
5029.4,B,4,AE,84,84,,,
5029.4,B,4,OW,,,,,
5029.9,B,13,OW,,,,,
5029.9,B,13,B-,70,70,1,,
5029.9,B,14,B+,70,70,1,,
5029.9,B,7,OW,,,,,
5029.9,B,13,BO,0,,,,
5029.9,B,14,BI,0,,,,
5029.9,B,14,OW,,,,,
5029.9,B,14,B-,70,70,4,,
5029.9,B,21,B+,70,70,1,,
5029.9,B,14,BO,0,,,,
5029.9,B,21,BI,0,,,,
5029.9,B,21,AB,70,70,,,
5062.8,B,6,AE,79,79,,,
5062.8,B,6,OW,,,,,
5086.3,B,16,AE,67,67,,,
5086.3,B,16,OW,,,,,
5086.3,B,16,B-,67,67,1,,
5086.3,B,18,B+,67,67,2,,
5086.3,B,16,BO,0,,,,
5086.3,B,18,BI,0,,,,
5086.3,B,18,OW,,,,,
5086.3,B,18,B-,67,67,1,,
5086.3,B,19,B+,67,67,1,,
5087.7,B,18,BO,0,,,,
5087.7,B,19,BI,0,,,,
5091.9,B,20,A+,1,,,,
5091.9,B,20,EL,1,,,,
5091.9,B,20,LA,1,56,,,
5091.9,B,20,OW,,,,,
5091.9,B,20,A-,1,,,,
5091.9,B,20,G-,1,56,56,1,
5091.9,B,23,B+,56,56,1,,
5091.9,B,20,BO,28,,,,
5091.9,B,23,BI,0,,,,
5091.9,B,23,B-,56,56,1,,
5091.9,B,20,KA,1,,,,
5093.4,B,19,OW,,,,,
5093.4,B,20,EE,1,,,,
5093.4,B,20,KE,1,,,,
5093.4,B,19,B-,67,67,1,,
5093.4,B,20,G+,1,67,67,1,
5093.4,B,20,LL,1,67,,,
5093.4,B,19,BO,0,,,,
5093.4,B,20,BI,0,,,,
5093.4,B,20,KL,1,,,,
5112.8,B,11,AE,73,73,,,
5112.8,B,11,OW,,,,,
5112.8,B,11,B-,73,73,1,,
5112.8,B,12,B+,73,73,3,,
5112.8,B,11,BO,0,,,,
5112.8,B,12,BI,0,,,,
5112.8,B,12,OW,,,,,
5112.8,B,12,B-,73,73,1,,
5112.8,B,13,B+,73,73,1,,
5112.8,B,8,OW,,,,,
5112.8,B,8,B-,77,77,3,,
5112.8,B,11,B+,77,77,1,,
5112.8,B,8,BO,0,,,,
5112.8,B,11,BI,0,,,,
5112.8,B,11,AB,77,77,,,
5112.8,B,7,B-,78,78,1,,
5112.8,B,8,B+,78,78,1,,
5112.8,B,7,BO,0,,,,
5112.8,B,8,BI,0,,,,
5112.8,B,6,B-,79,79,1,,
5112.8,B,7,B+,79,79,1,,
5112.8,B,5,B-,80,80,1,,
5112.8,B,6,B+,80,80,1,,
5112.8,B,4,B-,84,84,1,,
5112.8,B,5,B+,84,84,1,,
5112.8,B,5,BO,0,,,,
5112.8,B,6,BI,0,,,,
5112.8,B,6,AB,80,80,,,
5112.8,B,1,B-,85,85,1,,
5112.8,B,4,B+,85,85,1,,
5112.8,B,1,BO,0,,,,
5112.8,B,4,BI,0,,,,
5112.8,B,4,AB,85,85,,,
5112.8,B,1,OW,,,,,
5114.2,B,12,BO,0,,,,
5114.2,B,13,BI,0,,,,
5114.2,B,6,BO,0,,,,
5114.2,B,7,BI,0,,,,
5114.2,B,4,BO,0,,,,
5114.2,B,5,BI,0,,,,
5114.2,B,5,OW,,,,,
5119.9,B,13,OW,,,,,
5119.9,B,13,B-,73,73,1,,
5119.9,B,14,B+,73,73,1,,
5119.9,B,7,OW,,,,,
5119.9,B,13,BO,0,,,,
5119.9,B,14,BI,0,,,,
5119.9,B,14,OW,,,,,
5119.9,B,14,B-,73,73,2,,
5119.9,B,16,B+,73,73,1,,
5119.9,B,14,BO,0,,,,
5119.9,B,16,BI,0,,,,
5119.9,B,16,AB,73,73,,,
5127.1,B,4,AE,85,85,,,
5127.1,B,4,OW,,,,,
5128.3,B,6,AE,80,80,,,
5128.3,B,6,OW,,,,,
5145.7,B,20,A+,1,,,,
5145.7,B,20,EL,1,,,,
5145.7,B,20,LA,1,55,,,
5145.7,B,20,OW,,,,,
5145.7,B,20,A-,1,,,,
5145.7,B,20,G-,1,55,55,1,
5145.7,B,23,B+,55,55,1,,
5145.7,B,20,BO,28,,,,
5145.7,B,23,BI,0,,,,
5145.7,B,23,B-,55,55,1,,
5145.7,B,20,KA,1,,,,
5156.9,B,15,AE,71,71,,,
5156.9,B,15,OW,,,,,
5156.9,B,15,B-,71,71,1,,
5156.9,B,18,B+,71,71,1,,
5156.9,B,15,BO,0,,,,
5156.9,B,18,BI,0,,,,
5156.9,B,18,OW,,,,,
5156.9,B,18,B-,71,71,1,,
5156.9,B,19,B+,71,71,1,,
5158.3,B,18,BO,0,,,,
5158.3,B,19,BI,0,,,,
5163.9,B,19,OW,,,,,
5163.9,B,20,EE,1,,,,
5163.9,B,20,KE,1,,,,
5163.9,B,19,B-,71,71,1,,
5163.9,B,20,G+,1,71,71,1,
5163.9,B,20,LL,1,71,,,
5163.9,B,19,BO,0,,,,
5163.9,B,20,BI,0,,,,
5163.9,B,20,KL,1,,,,
5172.7,B,21,AE,70,70,,,
5172.7,B,21,OW,,,,,
5172.7,B,21,B-,70,70,1,,
5172.7,B,18,B+,70,70,4,,
5172.7,B,21,BO,0,,,,
5172.7,B,18,BI,0,,,,
5172.7,B,18,OW,,,,,
5172.7,B,18,B-,70,70,1,,
5172.7,B,19,B+,70,70,1,,
5174.1,B,18,BO,0,,,,
5174.1,B,19,BI,0,,,,
5175.3,B,17,AE,72,72,,,
5175.3,B,17,OW,,,,,
5175.3,B,17,B-,72,72,1,,
5175.3,B,18,B+,72,72,3,,
5175.3,B,17,BO,0,,,,
5175.3,B,18,BI,0,,,,
5175.3,B,18,OW,,,,,
5175.3,B,18,B-,72,72,1,,
5175.3,B,19,B+,72,72,1,,
5176.7,B,18,BO,0,,,,
5176.7,B,19,BI,0,,,,
5179.7,B,19,OW,,,,,
5179.7,B,20,EE,1,,,,
5179.7,B,20,KE,1,,,,
5179.7,B,19,B-,70,70,1,,
5179.7,B,20,G+,1,70,70,1,
5179.7,B,20,LL,1,70,,,
5179.7,B,19,BO,0,,,,
5179.7,B,20,BI,0,,,,
5179.7,B,20,KL,1,,,,
5182.3,B,19,OW,,,,,
5182.3,B,20,EE,1,,,,
5182.3,B,20,KE,1,,,,
5182.3,B,19,B-,72,72,1,,
5182.3,B,20,G+,1,72,72,1,
5182.3,B,20,LL,1,72,,,
5182.3,B,19,BO,0,,,,
5182.3,B,20,BI,0,,,,
5182.3,B,20,KL,1,,,,
5205.1,B,20,A+,1,,,,
5205.1,B,20,EL,1,,,,
5205.1,B,20,LA,1,58,,,
5205.1,B,20,OW,,,,,
5205.1,B,20,A-,1,,,,
5205.1,B,20,G-,1,58,58,1,
5205.1,B,23,B+,58,58,1,,
5205.1,B,20,BO,28,,,,
5205.1,B,23,BI,0,,,,
5205.1,B,23,B-,58,58,1,,
5205.1,B,20,KA,1,,,,
5237.9,B,22,AE,75,75,,,
5237.9,B,22,OW,,,,,
5237.9,B,22,B-,75,75,1,,
5237.9,B,12,B+,75,75,4,,
5237.9,B,22,BO,0,,,,
5237.9,B,12,BI,0,,,,
5237.9,B,12,OW,,,,,
5237.9,B,12,B-,75,75,1,,
5237.9,B,13,B+,75,75,1,,
5237.9,B,8,OW,,,,,
5237.9,B,8,B-,78,78,4,,
5237.9,B,22,B+,78,78,1,,
5237.9,B,8,BO,0,,,,
5237.9,B,22,BI,0,,,,
5237.9,B,22,AB,78,78,,,
5237.9,B,7,B-,79,79,1,,
5237.9,B,8,B+,79,79,1,,
5237.9,B,7,BO,0,,,,
5237.9,B,8,BI,0,,,,
5237.9,B,6,B-,80,80,1,,
5237.9,B,7,B+,80,80,1,,
5237.9,B,5,B-,81,81,1,,
5237.9,B,6,B+,81,81,1,,
5237.9,B,4,B-,85,85,1,,
5237.9,B,5,B+,85,85,1,,
5237.9,B,5,BO,0,,,,
5237.9,B,6,BI,0,,,,
5237.9,B,6,AB,81,81,,,
5237.9,B,1,B-,86,86,1,,
5237.9,B,4,B+,86,86,1,,
5237.9,B,1,BO,0,,,,
5237.9,B,4,BI,0,,,,
5237.9,B,4,AB,86,86,,,
5237.9,B,1,OW,,,,,
5239.3,B,12,BO,0,,,,
5239.3,B,13,BI,0,,,,
5239.3,B,6,BO,0,,,,
5239.3,B,7,BI,0,,,,
5239.3,B,4,BO,0,,,,
5239.3,B,5,BI,0,,,,
5239.8,B,5,OW,,,,,
5244.2,B,4,AE,86,86,,,
5244.2,B,4,OW,,,,,
5244.9,B,13,OW,,,,,
5244.9,B,13,B-,75,75,1,,
5244.9,B,14,B+,75,75,1,,
5244.9,B,7,OW,,,,,
5244.9,B,13,BO,0,,,,
5244.9,B,14,BI,0,,,,
5244.9,B,14,OW,,,,,
5244.9,B,14,B-,75,75,1,,
5244.9,B,15,B+,75,75,1,,
5244.9,B,14,BO,0,,,,
5244.9,B,15,BI,0,,,,
5244.9,B,15,AB,75,75,,,
5260.6,B,6,AE,81,81,,,
5260.6,B,6,OW,,,,,
5262.3,B,20,A+,1,,,,
5262.3,B,20,EL,1,,,,
5262.3,B,20,LA,1,57,,,
5262.3,B,20,OW,,,,,
5262.3,B,20,A-,1,,,,
5262.3,B,20,G-,1,57,57,1,
5262.3,B,23,B+,57,57,1,,
5262.3,B,20,BO,28,,,,
5262.3,B,23,BI,0,,,,
5262.3,B,23,B-,57,57,1,,
5262.3,B,20,KA,1,,,,
5280.8,B,10,AE,74,74,,,
5280.8,B,10,OW,,,,,
5280.8,B,10,B-,74,74,1,,
5280.8,B,12,B+,74,74,2,,
5280.8,B,10,BO,0,,,,
5280.8,B,12,BI,0,,,,
5280.8,B,12,OW,,,,,
5280.8,B,12,B-,74,74,1,,
5280.8,B,13,B+,74,74,1,,
5280.8,B,8,OW,,,,,
5280.8,B,8,B-,79,79,2,,
5280.8,B,10,B+,79,79,1,,
5280.8,B,8,BO,0,,,,
5280.8,B,10,BI,0,,,,
5280.8,B,10,AB,79,79,,,
5280.8,B,7,B-,80,80,1,,
5280.8,B,8,B+,80,80,1,,
5280.8,B,7,BO,0,,,,
5280.8,B,8,BI,0,,,,
5280.8,B,6,B-,81,81,1,,
5280.8,B,7,B+,81,81,1,,
5280.8,B,5,B-,82,82,1,,
5280.8,B,6,B+,82,82,1,,
5280.8,B,4,B-,86,86,1,,
5280.8,B,5,B+,86,86,1,,
5280.8,B,5,BO,0,,,,
5280.8,B,6,BI,0,,,,
5280.8,B,6,AB,82,82,,,
5280.8,B,1,B-,87,87,1,,
5280.8,B,4,B+,87,87,1,,
5280.8,B,1,BO,0,,,,
5280.8,B,4,BI,0,,,,
5280.8,B,4,AB,87,87,,,
5280.8,B,1,OW,,,,,
5282.2,B,12,BO,0,,,,
5282.2,B,13,BI,0,,,,
5282.2,B,6,BO,0,,,,
5282.2,B,7,BI,0,,,,
5282.2,B,4,BO,0,,,,
5282.2,B,5,BI,0,,,,
5282.2,B,5,OW,,,,,
5287.8,B,13,OW,,,,,
5287.8,B,13,B-,74,74,1,,
5287.8,B,14,B+,74,74,1,,
5287.8,B,7,OW,,,,,
5287.8,B,13,BO,0,,,,
5287.8,B,14,BI,0,,,,
5287.8,B,14,OW,,,,,
5287.8,B,14,B-,74,74,3,,
5287.8,B,17,B+,74,74,1,,
5287.8,B,14,BO,0,,,,
5287.8,B,17,BI,0,,,,
5287.8,B,17,AB,74,74,,,
5292.7,B,4,AE,87,87,,,
5292.7,B,4,OW,,,,,
5295.2,B,16,AE,73,73,,,
5295.2,B,16,OW,,,,,
5295.2,B,16,B-,73,73,1,,
5295.2,B,18,B+,73,73,2,,
5295.2,B,16,BO,0,,,,
5295.2,B,18,BI,0,,,,
5295.2,B,18,OW,,,,,
5295.2,B,18,B-,73,73,1,,
5295.2,B,19,B+,73,73,1,,
5296.6,B,18,BO,0,,,,
5296.6,B,19,BI,0,,,,
5300.1,B,6,AE,82,82,,,
5300.1,B,6,OW,,,,,
5302.0,B,20,A+,1,,,,
5302.0,B,20,EL,1,,,,
5302.0,B,20,LA,1,59,,,
5302.0,B,20,OW,,,,,
5302.0,B,20,A-,1,,,,
5302.0,B,20,G-,1,59,59,1,
5302.0,B,23,B+,59,59,1,,
5302.0,B,20,BO,28,,,,
5302.0,B,23,BI,0,,,,
5302.0,B,23,B-,59,59,1,,
5302.0,B,20,KA,1,,,,
5302.2,B,19,OW,,,,,
5302.2,B,20,EE,1,,,,
5302.2,B,20,KE,1,,,,
5302.2,B,19,B-,73,73,1,,
5302.2,B,20,G+,1,73,73,1,
5302.2,B,20,LL,1,73,,,
5302.2,B,19,BO,0,,,,
5302.2,B,20,BI,0,,,,
5302.2,B,20,KL,1,,,,
5312.5,B,9,AE,76,76,,,
5312.5,B,9,OW,,,,,
5312.5,B,9,B-,76,76,1,,
5312.5,B,12,B+,76,76,1,,
5312.5,B,9,BO,0,,,,
5312.5,B,12,BI,0,,,,
5312.5,B,12,OW,,,,,
5312.5,B,12,B-,76,76,1,,
5312.5,B,13,B+,76,76,1,,
5312.5,B,8,OW,,,,,
5312.5,B,8,B-,80,80,1,,
5312.5,B,9,B+,80,80,1,,
5312.5,B,8,BO,0,,,,
5312.5,B,9,BI,0,,,,
5312.5,B,9,AB,80,80,,,
5312.5,B,7,B-,81,81,1,,
5312.5,B,8,B+,81,81,1,,
5312.5,B,7,BO,0,,,,
5312.5,B,8,BI,0,,,,
5312.5,B,6,B-,82,82,1,,
5312.5,B,7,B+,82,82,1,,
5312.5,B,5,B-,83,83,1,,
5312.5,B,6,B+,83,83,1,,
5312.5,B,4,B-,87,87,1,,
5312.5,B,5,B+,87,87,1,,
5312.5,B,5,BO,0,,,,
5312.5,B,6,BI,0,,,,
5312.5,B,6,AB,83,83,,,
5312.5,B,1,B-,88,88,1,,
5312.5,B,4,B+,88,88,1,,
5312.5,B,1,BO,0,,,,
5312.5,B,4,BI,0,,,,
5312.5,B,4,AB,88,88,,,
5312.5,B,1,OW,,,,,
5313.9,B,12,BO,0,,,,
5313.9,B,13,BI,0,,,,
5313.9,B,6,BO,0,,,,
5313.9,B,7,BI,0,,,,
5313.9,B,4,BO,0,,,,
5313.9,B,5,BI,0,,,,
5314.8,B,5,OW,,,,,
5319.6,B,13,OW,,,,,
5319.6,B,13,B-,76,76,1,,
5319.6,B,14,B+,76,76,1,,
5319.6,B,7,OW,,,,,
5319.6,B,13,BO,0,,,,
5319.6,B,14,BI,0,,,,
5319.6,B,14,OW,,,,,
5319.6,B,14,B-,76,76,2,,
5319.6,B,16,B+,76,76,1,,
5319.6,B,14,BO,0,,,,
5319.6,B,16,BI,0,,,,
5319.6,B,16,AB,76,76,,,
5323.8,B,4,AE,88,88,,,
5323.8,B,4,OW,,,,,
5332.2,B,6,AE,83,83,,,
5332.2,B,6,OW,,,,,
5361.2,B,11,AE,77,77,,,
5361.2,B,11,OW,,,,,
5361.2,B,11,B-,77,77,1,,
5361.2,B,12,B+,77,77,3,,
5361.2,B,11,BO,0,,,,
5361.2,B,12,BI,0,,,,
5361.2,B,12,OW,,,,,
5361.2,B,12,B-,77,77,1,,
5361.2,B,13,B+,77,77,1,,
5361.2,B,8,OW,,,,,
5361.2,B,8,B-,81,81,3,,
5361.2,B,11,B+,81,81,1,,
5361.2,B,8,BO,0,,,,
5361.2,B,11,BI,0,,,,
5361.2,B,11,AB,81,81,,,
5361.2,B,7,B-,82,82,1,,
5361.2,B,8,B+,82,82,1,,
5361.2,B,7,BO,0,,,,
5361.2,B,8,BI,0,,,,
5361.2,B,6,B-,83,83,1,,
5361.2,B,7,B+,83,83,1,,
5361.2,B,5,B-,84,84,1,,
5361.2,B,6,B+,84,84,1,,
5361.2,B,4,B-,88,88,1,,
5361.2,B,5,B+,88,88,1,,
5361.2,B,5,BO,0,,,,
5361.2,B,6,BI,0,,,,
5361.2,B,6,AB,84,84,,,
5361.2,B,1,B-,89,89,1,,
5361.2,B,4,B+,89,89,1,,
5361.2,B,1,BO,0,,,,
5361.2,B,4,BI,0,,,,
5361.2,B,4,AB,89,89,,,
5361.2,B,1,OW,,,,,
5362.6,B,12,BO,0,,,,
5362.6,B,13,BI,0,,,,
5362.6,B,6,BO,0,,,,
5362.6,B,7,BI,0,,,,
5362.6,B,4,BO,0,,,,
5362.6,B,5,BI,0,,,,
5362.6,B,5,OW,,,,,
5368.2,B,13,OW,,,,,
5368.2,B,13,B-,77,77,1,,
5368.2,B,14,B+,77,77,1,,
5368.2,B,7,OW,,,,,
5368.2,B,13,BO,0,,,,
5368.2,B,14,BI,0,,,,
5368.2,B,14,OW,,,,,
5368.2,B,14,B-,77,77,4,,
5368.2,B,21,B+,77,77,1,,
5368.2,B,14,BO,0,,,,
5368.2,B,21,BI,0,,,,
5368.2,B,21,AB,77,77,,,
5368.8,B,4,AE,89,89,,,
5368.8,B,4,OW,,,,,
5371.3,B,20,A+,1,,,,
5371.3,B,20,EL,1,,,,
5371.3,B,20,LA,1,61,,,
