Time,object,time in min,time spent
13223.0,220.0,220.38333333333333,2423.0
13258.0,221.0,220.96666666666667,2458.0
13317.0,222.0,221.95,2517.0
13402.0,223.0,223.36666666666667,2602.0
13430.0,224.0,223.83333333333334,2630.0
13459.0,225.0,224.31666666666666,2659.0
13534.0,226.0,225.56666666666666,2734.0
13557.0,227.0,225.95,2757.0
13622.0,228.0,227.03333333333333,2822.0
13662.0,229.0,227.7,2262.0
13694.0,230.0,228.23333333333332,2294.0
13721.0,231.0,228.68333333333334,2321.0
13816.0,232.0,230.26666666666668,2416.0
13854.0,233.0,230.9,2454.0
13904.0,234.0,231.73333333333332,2504.0
13954.0,235.0,232.56666666666666,2554.0
14060.0,236.0,234.33333333333334,2660.0
14097.0,237.0,234.95,2697.0
14132.0,238.0,235.53333333333333,2732.0
14151.0,239.0,235.85,2751.0
14242.0,240.0,237.36666666666667,2842.0
14415.0,241.0,240.25,2415.0
14437.0,242.0,240.61666666666667,2437.0
14467.0,243.0,241.11666666666667,2467.0
14548.0,244.0,242.46666666666667,2548.0
14633.0,245.0,243.88333333333333,2633.0
14664.0,246.0,244.4,2664.0
14701.0,247.0,245.01666666666668,2701.0
14752.0,248.0,245.86666666666667,2752.0
14921.0,249.0,248.68333333333334,2921.0
14992.0,250.0,249.86666666666667,2992.0
15145.0,251.0,252.41666666666666,3145.0
15172.0,252.0,252.86666666666667,3172.0
15271.0,253.0,254.51666666666668,2671.0
15312.0,254.0,255.2,2712.0
15492.0,255.0,258.2,2892.0
15569.0,256.0,259.48333333333335,2969.0
15596.0,257.0,259.93333333333334,2996.0
15670.0,258.0,261.1666666666667,3070.0
15703.0,259.0,261.71666666666664,3103.0
15742.0,260.0,262.3666666666667,3142.0
15845.0,261.0,264.0833333333333,3245.0
15883.0,262.0,264.71666666666664,3283.0
15956.0,263.0,265.93333333333334,3356.0
16014.0,264.0,266.9,3414.0
16058.0,265.0,267.6333333333333,2858.0
16135.0,266.0,268.9166666666667,2935.0
16154.0,267.0,269.23333333333335,2954.0
16205.0,268.0,270.0833333333333,3005.0
16364.0,269.0,272.73333333333335,3164.0
16402.0,270.0,273.3666666666667,3202.0
16441.0,271.0,274.01666666666665,3241.0
16483.0,272.0,274.71666666666664,3283.0
16518.0,273.0,275.3,3318.0
16544.0,274.0,275.73333333333335,3344.0
16668.0,275.0,277.8,3468.0
16770.0,276.0,279.5,3570.0
16804.0,277.0,280.06666666666666,3004.0
16842.0,278.0,280.7,3042.0
16951.0,279.0,282.51666666666665,3151.0
17053.0,280.0,284.21666666666664,3253.0
17065.0,281.0,284.4166666666667,3265.0
17155.0,282.0,285.9166666666667,3355.0
17199.0,283.0,286.65,3399.0
17232.0,284.0,287.2,3432.0
17263.0,285.0,287.71666666666664,3463.0
17284.0,286.0,288.06666666666666,3484.0
17423.0,287.0,290.3833333333333,3623.0
17434.0,288.0,290.56666666666666,3634.0
17507.0,289.0,291.78333333333336,3107.0
17589.0,290.0,293.15,3189.0
17648.0,291.0,294.1333333333333,3248.0
17727.0,292.0,295.45,3327.0
17760.0,293.0,296.0,3360.0
17791.0,294.0,296.51666666666665,3391.0
17888.0,295.0,298.1333333333333,3488.0
17976.0,296.0,299.6,3576.0
18021.0,297.0,300.35,3621.0
18051.0,298.0,300.85,3651.0
18079.0,299.0,301.31666666666666,3679.0
18110.0,300.0,301.8333333333333,3710.0
18336.0,301.0,305.6,3336.0
18350.0,302.0,305.8333333333333,3350.0
18384.0,303.0,306.4,3384.0
18411.0,304.0,306.85,3411.0
18442.0,305.0,307.3666666666667,3442.0
18538.0,306.0,308.96666666666664,3538.0
18569.0,307.0,309.48333333333335,3569.0
18650.0,308.0,310.8333333333333,3650.0
18700.0,309.0,311.6666666666667,3700.0
18737.0,310.0,312.28333333333336,3737.0
18764.0,311.0,312.73333333333335,3764.0
18799.0,312.0,313.31666666666666,3799.0
19004.0,313.0,316.73333333333335,3404.0
19086.0,314.0,318.1,3486.0
19121.0,315.0,318.68333333333334,3521.0
19157.0,316.0,319.28333333333336,3557.0
19248.0,317.0,320.8,3648.0
19282.0,318.0,321.3666666666667,3682.0
19344.0,319.0,322.4,3744.0
19372.0,320.0,322.8666666666667,3772.0
19393.0,321.0,323.21666666666664,3793.0
19442.0,322.0,324.03333333333336,3842.0
19509.0,323.0,325.15,3909.0
19532.0,324.0,325.53333333333336,3932.0
19709.0,325.0,328.48333333333335,3509.0
19740.0,326.0,329.0,3540.0
19763.0,327.0,329.3833333333333,3563.0
19780.0,328.0,329.6666666666667,3580.0
19824.0,329.0,330.4,3624.0
19971.0,330.0,332.85,3771.0
19989.0,331.0,333.15,3789.0
20028.0,332.0,333.8,3828.0
20078.0,333.0,334.6333333333333,3878.0
20191.0,334.0,336.51666666666665,3991.0
20226.0,335.0,337.1,4026.0
20315.0,336.0,338.5833333333333,4115.0
20460.0,337.0,341.0,3660.0
20483.0,338.0,341.3833333333333,3683.0
20517.0,339.0,341.95,3717.0
20550.0,340.0,342.5,3750.0
20575.0,341.0,342.9166666666667,3775.0
20659.0,342.0,344.31666666666666,3859.0
20687.0,343.0,344.78333333333336,3887.0
20929.0,344.0,348.81666666666666,4129.0
21001.0,345.0,350.01666666666665,4201.0
21065.0,346.0,351.0833333333333,4265.0
21236.0,347.0,353.93333333333334,4436.0
21239.0,348.0,353.98333333333335,4439.0
21260.0,349.0,354.3333333333333,3860.0
21303.0,350.0,355.05,3903.0
21347.0,351.0,355.78333333333336,3947.0
21394.0,352.0,356.56666666666666,3994.0
21436.0,353.0,357.26666666666665,4036.0
21507.0,354.0,358.45,4107.0
21563.0,355.0,359.3833333333333,4163.0
21618.0,356.0,360.3,4218.0
21648.0,357.0,360.8,4248.0
21750.0,358.0,362.5,4350.0
21788.0,359.0,363.1333333333333,4388.0
21826.0,360.0,363.76666666666665,4426.0
21867.0,361.0,364.45,3867.0
21896.0,362.0,364.93333333333334,3896.0
21950.0,363.0,365.8333333333333,3950.0
22005.0,364.0,366.75,4005.0
22103.0,365.0,368.3833333333333,4103.0
22140.0,366.0,369.0,4140.0
22215.0,367.0,370.25,4215.0
22241.0,368.0,370.68333333333334,4241.0
22318.0,369.0,371.96666666666664,4318.0
22436.0,370.0,373.93333333333334,4436.0
22469.0,371.0,374.48333333333335,4469.0
22520.0,372.0,375.3333333333333,4520.0
22553.0,373.0,375.8833333333333,3953.0
22650.0,374.0,377.5,4050.0
22684.0,375.0,378.06666666666666,4084.0
22723.0,376.0,378.71666666666664,4123.0
22778.0,377.0,379.6333333333333,4178.0
22806.0,378.0,380.1,4206.0
22864.0,379.0,381.06666666666666,4264.0
22916.0,380.0,381.93333333333334,4316.0
23137.0,381.0,385.6166666666667,4537.0
23335.0,382.0,388.9166666666667,4735.0
23368.0,383.0,389.46666666666664,4768.0
23415.0,384.0,390.25,4815.0
23442.0,385.0,390.7,4242.0
23495.0,386.0,391.5833333333333,4295.0
23538.0,387.0,392.3,4338.0
23570.0,388.0,392.8333333333333,4370.0
23599.0,389.0,393.31666666666666,4399.0
23793.0,390.0,396.55,4593.0
23819.0,391.0,396.98333333333335,4619.0
23935.0,392.0,398.9166666666667,4735.0
23964.0,393.0,399.4,4764.0
24104.0,394.0,401.73333333333335,4904.0
24128.0,395.0,402.1333333333333,4928.0
24168.0,396.0,402.8,4968.0
24207.0,397.0,403.45,4407.0
24235.0,398.0,403.9166666666667,4435.0
24299.0,399.0,404.98333333333335,4499.0
24380.0,400.0,406.3333333333333,4580.0
24405.0,401.0,406.75,4605.0
24537.0,402.0,408.95,4737.0
24577.0,403.0,409.6166666666667,4777.0
24660.0,404.0,411.0,4860.0
24709.0,405.0,411.81666666666666,4909.0
24783.0,406.0,413.05,4983.0
24786.0,407.0,413.1,4986.0
24840.0,408.0,414.0,5040.0
24962.0,409.0,416.03333333333336,4562.0
25010.0,410.0,416.8333333333333,4610.0
25038.0,411.0,417.3,4638.0
25076.0,412.0,417.93333333333334,4676.0
25097.0,413.0,418.28333333333336,4697.0
25105.0,414.0,418.4166666666667,4705.0
25107.0,415.0,418.45,4707.0
25144.0,416.0,419.06666666666666,4744.0
25296.0,417.0,421.6,4896.0
25386.0,418.0,423.1,4986.0
25419.0,419.0,423.65,5019.0
25434.0,420.0,423.9,5034.0
25473.0,421.0,424.55,4473.0
25567.0,422.0,426.1166666666667,4567.0
25674.0,423.0,427.9,4674.0
25738.0,424.0,428.96666666666664,4738.0
25764.0,425.0,429.4,4764.0
25771.0,426.0,429.51666666666665,4771.0
25788.0,427.0,429.8,4788.0
25810.0,428.0,430.1666666666667,4810.0
25870.0,429.0,431.1666666666667,4870.0
26039.0,430.0,433.98333333333335,5039.0
26065.0,431.0,434.4166666666667,5065.0
26125.0,432.0,435.4166666666667,5125.0
26175.0,433.0,436.25,4575.0
26216.0,434.0,436.93333333333334,4616.0
26266.0,435.0,437.76666666666665,4666.0
26302.0,436.0,438.3666666666667,4702.0
26330.0,437.0,438.8333333333333,4730.0
26366.0,438.0,439.43333333333334,4766.0
26390.0,439.0,439.8333333333333,4790.0
26415.0,440.0,440.25,4815.0
26504.0,441.0,441.73333333333335,4904.0
26579.0,442.0,442.98333333333335,4979.0
26622.0,443.0,443.7,5022.0
26640.0,444.0,444.0,5040.0
26680.0,445.0,444.6666666666667,4480.0
26743.0,446.0,445.71666666666664,4543.0
26778.0,447.0,446.3,4578.0
26854.0,448.0,447.56666666666666,4654.0
26879.0,449.0,447.98333333333335,4679.0
26980.0,450.0,449.6666666666667,4780.0
27037.0,451.0,450.6166666666667,4837.0
27084.0,452.0,451.4,4884.0
27164.0,453.0,452.73333333333335,4964.0
27185.0,454.0,453.0833333333333,4985.0
27249.0,455.0,454.15,5049.0
27431.0,456.0,457.18333333333334,5231.0
27458.0,457.0,457.6333333333333,4658.0
27489.0,458.0,458.15,4689.0
27515.0,459.0,458.5833333333333,4715.0
27537.0,460.0,458.95,4737.0
27562.0,461.0,459.3666666666667,4762.0
27650.0,462.0,460.8333333333333,4850.0
27741.0,463.0,462.35,4941.0
27775.0,464.0,462.9166666666667,4975.0
27833.0,465.0,463.8833333333333,5033.0
27900.0,466.0,465.0,5100.0
27912.0,467.0,465.2,5112.0
27943.0,468.0,465.71666666666664,5143.0
27971.0,469.0,466.18333333333334,4571.0
28016.0,470.0,466.93333333333334,4616.0
28046.0,471.0,467.43333333333334,4646.0
28184.0,472.0,469.73333333333335,4784.0
28220.0,473.0,470.3333333333333,4820.0
28363.0,474.0,472.71666666666664,4963.0
28382.0,475.0,473.03333333333336,4982.0
28436.0,476.0,473.93333333333334,5036.0
28469.0,477.0,474.48333333333335,5069.0
28533.0,478.0,475.55,5133.0
28565.0,479.0,476.0833333333333,5165.0
28591.0,480.0,476.51666666666665,5191.0
28782.0,481.0,479.7,4782.0
