Time,object,time in min,time spent
16911.0,231.0,281.85,111.0
16937.0,232.0,282.28333333333336,137.0
17400.0,233.0,290.0,0.0
17408.0,234.0,290.1333333333333,8.0
17413.0,235.0,290.21666666666664,13.0
17433.0,236.0,290.55,33.0
17466.0,237.0,291.1,66.0
17492.0,238.0,291.53333333333336,92.0
17496.0,239.0,291.6,96.0
17514.0,240.0,291.9,114.0
18000.0,241.0,300.0,0.0
18011.0,242.0,300.18333333333334,11.0
18019.0,243.0,300.31666666666666,19.0
18024.0,244.0,300.4,24.0
18054.0,245.0,300.9,54.0
18086.0,246.0,301.43333333333334,86.0
18147.0,247.0,302.45,147.0
18151.0,248.0,302.51666666666665,151.0
18600.0,249.0,310.0,0.0
18610.0,250.0,310.1666666666667,10.0
18613.0,251.0,310.21666666666664,13.0
18639.0,252.0,310.65,39.0
18665.0,253.0,311.0833333333333,65.0
18692.0,254.0,311.53333333333336,92.0
18693.0,255.0,311.55,93.0
18698.0,256.0,311.6333333333333,98.0
19200.0,257.0,320.0,0.0
19208.0,258.0,320.1333333333333,8.0
19223.0,259.0,320.3833333333333,23.0
19230.0,260.0,320.5,30.0
19237.0,261.0,320.6166666666667,37.0
19268.0,262.0,321.1333333333333,68.0
19288.0,263.0,321.46666666666664,88.0
19311.0,264.0,321.85,111.0
19800.0,265.0,330.0,0.0
19807.0,266.0,330.1166666666667,7.0
19815.0,267.0,330.25,15.0
19853.0,268.0,330.8833333333333,53.0
19855.0,269.0,330.9166666666667,55.0
19895.0,270.0,331.5833333333333,95.0
19930.0,271.0,332.1666666666667,130.0
19949.0,272.0,332.48333333333335,149.0
20400.0,273.0,340.0,0.0
20411.0,274.0,340.18333333333334,11.0
20431.0,275.0,340.51666666666665,31.0
20436.0,276.0,340.6,36.0
20478.0,277.0,341.3,78.0
20491.0,278.0,341.51666666666665,91.0
20525.0,279.0,342.0833333333333,125.0
20569.0,280.0,342.81666666666666,169.0
21000.0,281.0,350.0,0.0
21008.0,282.0,350.1333333333333,8.0
21020.0,283.0,350.3333333333333,20.0
21044.0,284.0,350.73333333333335,44.0
21050.0,285.0,350.8333333333333,50.0
21077.0,286.0,351.28333333333336,77.0
21101.0,287.0,351.68333333333334,101.0
21148.0,288.0,352.46666666666664,148.0
21600.0,289.0,360.0,0.0
21620.0,290.0,360.3333333333333,20.0
21627.0,291.0,360.45,27.0
21630.0,292.0,360.5,30.0
21637.0,293.0,360.6166666666667,37.0
21676.0,294.0,361.26666666666665,76.0
21721.0,295.0,362.01666666666665,121.0
21751.0,296.0,362.51666666666665,151.0
22200.0,297.0,370.0,0.0
22206.0,298.0,370.1,6.0
22227.0,299.0,370.45,27.0
22231.0,300.0,370.51666666666665,31.0
22246.0,301.0,370.76666666666665,46.0
22273.0,302.0,371.21666666666664,73.0
22277.0,303.0,371.28333333333336,77.0
22306.0,304.0,371.76666666666665,106.0
22800.0,305.0,380.0,0.0
22809.0,306.0,380.15,9.0
22818.0,307.0,380.3,18.0
22842.0,308.0,380.7,42.0
22878.0,309.0,381.3,78.0
22916.0,310.0,381.93333333333334,116.0
22921.0,311.0,382.01666666666665,121.0
22938.0,312.0,382.3,138.0
23400.0,313.0,390.0,0.0
23408.0,314.0,390.1333333333333,8.0
23417.0,315.0,390.28333333333336,17.0
23444.0,316.0,390.73333333333335,44.0
23473.0,317.0,391.21666666666664,73.0
23494.0,318.0,391.56666666666666,94.0
23499.0,319.0,391.65,99.0
23543.0,320.0,392.3833333333333,143.0
24000.0,321.0,400.0,0.0
24008.0,322.0,400.1333333333333,8.0
24014.0,323.0,400.23333333333335,14.0
24038.0,324.0,400.6333333333333,38.0
24055.0,325.0,400.9166666666667,55.0
24062.0,326.0,401.03333333333336,62.0
24100.0,327.0,401.6666666666667,100.0
24120.0,328.0,402.0,120.0
24600.0,329.0,410.0,0.0
24602.0,330.0,410.03333333333336,2.0
24619.0,331.0,410.31666666666666,19.0
24645.0,332.0,410.75,45.0
24662.0,333.0,411.03333333333336,62.0
24669.0,334.0,411.15,69.0
24681.0,335.0,411.35,81.0
24702.0,336.0,411.7,102.0
25200.0,337.0,420.0,0.0
25210.0,338.0,420.1666666666667,10.0
25220.0,339.0,420.3333333333333,20.0
25227.0,340.0,420.45,27.0
25249.0,341.0,420.81666666666666,49.0
25275.0,342.0,421.25,75.0
25313.0,343.0,421.8833333333333,113.0
25363.0,344.0,422.71666666666664,163.0
25800.0,345.0,430.0,0.0
25811.0,346.0,430.18333333333334,11.0
25821.0,347.0,430.35,21.0
25824.0,348.0,430.4,24.0
25857.0,349.0,430.95,57.0
25902.0,350.0,431.7,102.0
25944.0,351.0,432.4,144.0
25981.0,352.0,433.01666666666665,181.0
26400.0,353.0,440.0,0.0
26408.0,354.0,440.1333333333333,8.0
26412.0,355.0,440.2,12.0
26453.0,356.0,440.8833333333333,53.0
26491.0,357.0,441.51666666666665,91.0
26533.0,358.0,442.21666666666664,133.0
26561.0,359.0,442.68333333333334,161.0
26584.0,360.0,443.06666666666666,184.0
27000.0,361.0,450.0,0.0
27005.0,362.0,450.0833333333333,5.0
27008.0,363.0,450.1333333333333,8.0
27047.0,364.0,450.78333333333336,47.0
27073.0,365.0,451.21666666666664,73.0
27079.0,366.0,451.31666666666666,79.0
27097.0,367.0,451.6166666666667,97.0
27117.0,368.0,451.95,117.0
27600.0,369.0,460.0,0.0
27603.0,370.0,460.05,3.0
27605.0,371.0,460.0833333333333,5.0
27634.0,372.0,460.56666666666666,34.0
27640.0,373.0,460.6666666666667,40.0
27672.0,374.0,461.2,72.0
27759.0,375.0,462.65,159.0
27802.0,376.0,463.3666666666667,202.0
28200.0,377.0,470.0,0.0
28205.0,378.0,470.0833333333333,5.0
28210.0,379.0,470.1666666666667,10.0
28244.0,380.0,470.73333333333335,44.0
28249.0,381.0,470.81666666666666,49.0
28291.0,382.0,471.51666666666665,91.0
28330.0,383.0,472.1666666666667,130.0
28477.0,384.0,474.6166666666667,277.0
